id,task_id,agent_name,assigned_at
2201efbc-3b34-4586-b9ec-d73da457a946,765e48bb-fb3f-447d-b0a1-f012e662c299,develop-765e48bb-fb3f-447d-b0a1-f012e662c299-1775448649318,2026-04-06 04:10:50.198033+00
bfc88ec3-ea73-44ff-bcf9-7b32e7b1fb98,c7894170-ab10-4a62-94da-576849c812a5,develop-c7894170-ab10-4a62-94da-576849c812a5-1775448650226,2026-04-06 04:10:51.198462+00
aaf808ab-d97b-4a12-9647-2891fe22ad7a,765e48bb-fb3f-447d-b0a1-f012e662c299,review-corr-765e48bb-fb3f-447d-b0a1-f012e662c299-1775464039,2026-04-06 08:27:19.721274+00
e3bdcf41-f3cc-49f7-8f4c-b805c7fd099f,13ea9b23-9b8e-4886-9dfb-7c0d19e5cd06,merge-13ea9b23-9b8e-4886-9dfb-7c0d19e5cd06-1775469065683,2026-04-06 09:51:10.096335+00
29276486-0612-4c24-b691-75fc07038364,542b7d17-1f4a-447f-9824-729200b2d34e,develop-542b7d17-1f4a-447f-9824-729200b2d34e-1775480887469,2026-04-06 13:08:07.579241+00
dabc0c88-cf39-46a0-a853-f11add21a7d0,dfc431bc-769f-49e3-83e2-323171a40f5b,develop-dfc431bc-769f-49e3-83e2-323171a40f5b-1775449003799,2026-04-06 04:16:43.813945+00
7f146791-89e4-464e-bfaf-fca6e5df04c3,f0cbff08-b0be-4081-81c1-65c59aedc56e,develop-f0cbff08-b0be-4081-81c1-65c59aedc56e-1775449003833,2026-04-06 04:16:44.199289+00
721df4a9-f0e4-4520-8e76-2cfa28705638,bf5424f6-adee-417f-b2a4-2558e9be9fc5,develop-bf5424f6-adee-417f-b2a4-2558e9be9fc5-1775464090288,2026-04-06 08:28:10.315906+00
d10d37d6-9328-468a-b2f8-49d16b15e7d9,7fac6471-5a9c-42f3-994a-168f0a7475f4,plan-7fac6471-5a9c-42f3-994a-168f0a7475f4-1775464105278,2026-04-06 08:28:25.284621+00
22795c34-8357-4e39-8c28-b2fa750e51f6,765e48bb-fb3f-447d-b0a1-f012e662c299,merge-765e48bb-fb3f-447d-b0a1-f012e662c299-1775464144031,2026-04-06 08:29:04.069977+00
3027933d-f621-4624-902b-d4ede93ec4bc,2431486f-adf4-494e-be1a-bb3d20d92745,merge-2431486f-adf4-494e-be1a-bb3d20d92745-1775469127491,2026-04-06 09:52:07.525602+00
d042d7cb-de11-4bdc-8f78-4e033ab9217c,dd55c687-780d-4904-aaf7-01c7860abd8a,develop-dd55c687-780d-4904-aaf7-01c7860abd8a-1775434894982,2026-04-06 00:21:35.009955+00
cc5b0ce8-bc75-45ce-b044-da097bc23d6d,dfc431bc-769f-49e3-83e2-323171a40f5b,develop-dfc431bc-769f-49e3-83e2-323171a40f5b-1775449342631,2026-04-06 04:22:22.663691+00
12c4fbec-9724-4b15-9f7b-11c57dbe353d,f0cbff08-b0be-4081-81c1-65c59aedc56e,develop-f0cbff08-b0be-4081-81c1-65c59aedc56e-1775449342686,2026-04-06 04:22:23.198373+00
fd46be52-f2ff-4732-ae56-5641bc01b5e1,26815bab-48ab-4cb9-a778-eb7eb87e6e2a,plan-26815bab-48ab-4cb9-a778-eb7eb87e6e2a-1775464120298,2026-04-06 08:28:40.305379+00
a9828f48-fb42-4cc9-85d0-2d575af8af62,8018bc16-f870-46fa-b01d-22a24429686e,review-corr-8018bc16-f870-46fa-b01d-22a24429686e-1775469197,2026-04-06 09:53:17.942336+00
22229fbd-340f-4c85-b0e2-8c67a3a87bf5,4b2d0dd2-b530-4e7a-85e1-d3798779ebf9,develop-4b2d0dd2-b530-4e7a-85e1-d3798779ebf9-1775434925886,2026-04-06 00:22:05.910503+00
2bf41ed3-37fd-46f3-bc29-5f677e593307,dfc431bc-769f-49e3-83e2-323171a40f5b,develop-dfc431bc-769f-49e3-83e2-323171a40f5b-1775449683942,2026-04-06 04:28:03.975105+00
1a572cd5-7b59-44f5-b716-deb5e347cfaa,f0cbff08-b0be-4081-81c1-65c59aedc56e,develop-f0cbff08-b0be-4081-81c1-65c59aedc56e-1775449683987,2026-04-06 04:28:04.198977+00
6a217617-1265-43e2-99f3-8e5b44c9fac4,bf5424f6-adee-417f-b2a4-2558e9be9fc5,build-bf5424f6-1775464194199,2026-04-06 08:29:54.218953+00
aaac976e-2da3-4eb2-83b5-5bea4c376404,765e48bb-fb3f-447d-b0a1-f012e662c299,deploy-765e48bb-1775464194325,2026-04-06 08:29:54.349865+00
dba1c571-912d-4c7a-a9d2-1b4fe8fa0b8f,3c7c2515-5273-4f82-86d1-10e00f7229fb,build-3c7c2515-1775469199638,2026-04-06 09:53:19.973879+00
634d8ab4-3043-46b9-a861-26341d0b1299,3825e28a-cf87-44e4-a302-247bc0bd0f48,plan-3825e28a-cf87-44e4-a302-247bc0bd0f48-1775481135929,2026-04-06 13:12:15.945704+00
4315a09b-6dd0-4366-92eb-2495205e9668,f0cbff08-b0be-4081-81c1-65c59aedc56e,develop-f0cbff08-b0be-4081-81c1-65c59aedc56e-1775449716717,2026-04-06 04:28:36.770649+00
44aa379f-8ee4-47a0-8c3a-f2d73195ab3b,7fac6471-5a9c-42f3-994a-168f0a7475f4,develop-7fac6471-5a9c-42f3-994a-168f0a7475f4-1775464207655,2026-04-06 08:30:07.732414+00
67925c34-62ee-42f5-ad98-7386e7787eea,d7d84142-d016-422d-8e9c-a37c42d86917,merge-d7d84142-d016-422d-8e9c-a37c42d86917-1775464244299,2026-04-06 08:30:44.671374+00
8bd1f591-c916-472f-837f-5e76707c3e79,13ea9b23-9b8e-4886-9dfb-7c0d19e5cd06,deploy-13ea9b23-1775469223971,2026-04-06 09:53:46.863671+00
6fc359aa-7d9d-49c5-bd9b-05e7ddbdeae7,542b7d17-1f4a-447f-9824-729200b2d34e,build-542b7d17-1775481203397,2026-04-06 13:13:23.417646+00
0a8094ab-4251-400f-9977-64317b22d5fb,dd55c687-780d-4904-aaf7-01c7860abd8a,build-dd55c687-1775435089315,2026-04-06 00:24:49.326251+00
ef7128bb-20d2-4eac-a54a-03432e025213,dfc431bc-769f-49e3-83e2-323171a40f5b,develop-dfc431bc-769f-49e3-83e2-323171a40f5b-1775450023605,2026-04-06 04:33:43.696686+00
a0e38cda-1814-4faf-88c9-8d3fc5e36b28,d79c5d21-5dec-4d59-b02a-2527f0ba2557,plan-d79c5d21-5dec-4d59-b02a-2527f0ba2557-1775464281234,2026-04-06 08:31:21.240289+00
75965d81-0e61-4b77-823b-e9eed87c634e,3825e28a-cf87-44e4-a302-247bc0bd0f48,build-3825e28a-1775469277411,2026-04-06 09:54:37.523452+00
d2272945-765e-4833-9d93-c2126f05ab5d,dd55c687-780d-4904-aaf7-01c7860abd8a,review-corr-dd55c687-780d-4904-aaf7-01c7860abd8a-1775435161,2026-04-06 00:26:01.820267+00
3a63f336-8c88-4240-8b4c-e473ea4d792e,f0cbff08-b0be-4081-81c1-65c59aedc56e,develop-f0cbff08-b0be-4081-81c1-65c59aedc56e-1775450351074,2026-04-06 04:39:11.088931+00
2bfa012a-a76d-4ec5-8503-fe859fd641be,8fd4c2cd-de08-4599-b704-7b9eeb2d1909,review-corr-8fd4c2cd-de08-4599-b704-7b9eeb2d1909-1775469297,2026-04-06 09:54:57.095812+00
9f92727a-1cab-4fd2-a841-14a79a8321a7,542b7d17-1f4a-447f-9824-729200b2d34e,review-corr-542b7d17-1f4a-447f-9824-729200b2d34e-1775481333,2026-04-06 13:15:33.516174+00
f12dee64-f986-4adb-a553-6d17131907cf,4b2d0dd2-b530-4e7a-85e1-d3798779ebf9,build-4b2d0dd2-1775435200466,2026-04-06 00:26:41.233093+00
f53310ea-0515-43f6-9c58-13bd754316f5,dfc431bc-769f-49e3-83e2-323171a40f5b,develop-dfc431bc-769f-49e3-83e2-323171a40f5b-1775450661345,2026-04-06 04:44:21.529933+00
4ecd4dbd-c880-417d-9a20-dbe3e06ed76f,d7d84142-d016-422d-8e9c-a37c42d86917,deploy-d7d84142-1775464591200,2026-04-06 08:36:31.224455+00
ead4f148-cb88-4ba2-9acb-6b44cf65ef2b,7fac6471-5a9c-42f3-994a-168f0a7475f4,build-7fac6471-1775464605469,2026-04-06 08:36:45.485906+00
fa405bce-b8e2-4029-9d0b-6d6155eb118b,3a9aff3a-9e45-4557-896b-7015709ad993,build-3a9aff3a-1775469323263,2026-04-06 09:55:23.523765+00
7cc08b7e-3165-47cd-bfab-9980c9e1fef4,542b7d17-1f4a-447f-9824-729200b2d34e,merge-542b7d17-1f4a-447f-9824-729200b2d34e-1775481403884,2026-04-06 13:16:43.904198+00
b2aaf29e-3d7d-4226-b91a-9eb4199f6942,f0cbff08-b0be-4081-81c1-65c59aedc56e,develop-f0cbff08-b0be-4081-81c1-65c59aedc56e-1775450988785,2026-04-06 04:49:48.832127+00
76e1a9bd-0a7b-4cb4-bed3-831c47966e2b,8018bc16-f870-46fa-b01d-22a24429686e,merge-8018bc16-f870-46fa-b01d-22a24429686e-1775469413458,2026-04-06 09:56:53.705854+00
b7dfc8bb-0b4e-4fc3-a4ba-c5225d672bea,4b2d0dd2-b530-4e7a-85e1-d3798779ebf9,review-corr-4b2d0dd2-b530-4e7a-85e1-d3798779ebf9-1775435264,2026-04-06 00:27:44.997906+00
9f3f58a5-8a61-42ef-b42e-4966edb6f2fd,dd55c687-780d-4904-aaf7-01c7860abd8a,merge-dd55c687-780d-4904-aaf7-01c7860abd8a-1775435265049,2026-04-06 00:27:45.064224+00
f134c542-adb4-4a04-b417-a353dbcca8a1,dfc431bc-769f-49e3-83e2-323171a40f5b,develop-dfc431bc-769f-49e3-83e2-323171a40f5b-1775451297350,2026-04-06 04:54:57.41929+00
ce650750-7ef7-46ae-9a68-eb4c7d84fe52,7fac6471-5a9c-42f3-994a-168f0a7475f4,build-7fac6471-1775464690823,2026-04-06 08:38:10.836935+00
c7603009-48de-434a-8ae7-04e4dfdcdf35,8fd4c2cd-de08-4599-b704-7b9eeb2d1909,merge-8fd4c2cd-de08-4599-b704-7b9eeb2d1909-1775469458004,2026-04-06 09:57:38.236182+00
631adb12-b941-4b5e-8be7-fc9c97b86128,542b7d17-1f4a-447f-9824-729200b2d34e,deploy-542b7d17-1775481456289,2026-04-06 13:17:36.312632+00
124f33e9-ddbc-410b-bf73-1c7af54c3db1,f0cbff08-b0be-4081-81c1-65c59aedc56e,develop-f0cbff08-b0be-4081-81c1-65c59aedc56e-1775451626587,2026-04-06 05:00:26.677671+00
694fa531-cce2-4b0e-af27-547ab603f122,4b2d0dd2-b530-4e7a-85e1-d3798779ebf9,merge-4b2d0dd2-b530-4e7a-85e1-d3798779ebf9-1775435321548,2026-04-06 00:28:41.571226+00
25a2fa77-6dd2-4463-a75e-c09332f98e4b,dfc431bc-769f-49e3-83e2-323171a40f5b,develop-dfc431bc-769f-49e3-83e2-323171a40f5b-1775451942905,2026-04-06 05:05:42.916404+00
0b5b282a-9e70-46cb-baf2-8877c3329c60,7fac6471-5a9c-42f3-994a-168f0a7475f4,review-corr-7fac6471-5a9c-42f3-994a-168f0a7475f4-1775464703,2026-04-06 08:38:23.623122+00
6db77d47-6168-4ee2-9cf8-125b96dd83af,dd55c687-780d-4904-aaf7-01c7860abd8a,deploy-dd55c687-1775435321820,2026-04-06 00:28:41.833399+00
0ab5774e-7cec-47ea-a593-5b127d88a4d8,db0fcd31-f8ed-4720-aa6c-98a498cbbd0c,develop-db0fcd31-f8ed-4720-aa6c-98a498cbbd0c-1775452571228,2026-04-06 05:16:11.25558+00
76d5f619-af00-4d14-8e66-23d30f2bd93d,a4f9e580-cf01-418f-a396-0ee633fdf7a6,develop-a4f9e580-cf01-418f-a396-0ee633fdf7a6-1775464730299,2026-04-06 08:38:50.318839+00
cf9f96c2-a3c4-4e5a-901c-534d6c79e148,3c7c2515-5273-4f82-86d1-10e00f7229fb,review-corr-3c7c2515-5273-4f82-86d1-10e00f7229fb-1775469581,2026-04-06 09:59:41.67248+00
a81c63a3-71e5-4043-86c8-985888a70ac0,8fd4c2cd-de08-4599-b704-7b9eeb2d1909,deploy-8fd4c2cd-1775469584219,2026-04-06 09:59:44.627662+00
d7feea3a-9e73-41ae-9ee7-e29d5adcbba1,4b2d0dd2-b530-4e7a-85e1-d3798779ebf9,deploy-4b2d0dd2-1775435370257,2026-04-06 00:29:30.280095+00
707959da-33a8-45dc-9197-1a1ffc1c91a7,dfc431bc-769f-49e3-83e2-323171a40f5b,develop-dfc431bc-769f-49e3-83e2-323171a40f5b-1775452870208,2026-04-06 05:21:10.293643+00
42ff179d-e9b4-4e7f-95bf-9dee8e0f1c0d,d79c5d21-5dec-4d59-b02a-2527f0ba2557,develop-d79c5d21-5dec-4d59-b02a-2527f0ba2557-1775465087756,2026-04-06 08:44:48.200337+00
e934cc19-1301-47c7-a1e3-971c48b805de,7fac6471-5a9c-42f3-994a-168f0a7475f4,merge-7fac6471-5a9c-42f3-994a-168f0a7475f4-1775465088304,2026-04-06 08:44:48.330422+00
3c8d8a5a-5116-4c06-ae4e-b32fddf0562c,a4f9e580-cf01-418f-a396-0ee633fdf7a6,build-a4f9e580-1775465089199,2026-04-06 08:44:49.224699+00
f39ac594-0482-4d94-848d-102ca9bcafd4,3825e28a-cf87-44e4-a302-247bc0bd0f48,review-corr-3825e28a-cf87-44e4-a302-247bc0bd0f48-1775469630,2026-04-06 10:00:30.497891+00
e400b329-689d-4bbb-8677-a015e902cc03,db0fcd31-f8ed-4720-aa6c-98a498cbbd0c,develop-db0fcd31-f8ed-4720-aa6c-98a498cbbd0c-1775453202284,2026-04-06 05:26:42.372933+00
389c34c2-e3db-45df-bcb8-6d6aafe5e1bb,a4f9e580-cf01-418f-a396-0ee633fdf7a6,review-corr-a4f9e580-cf01-418f-a396-0ee633fdf7a6-1775465143,2026-04-06 08:45:43.906893+00
91f6c3d1-c95f-494a-baa4-1be9022460bf,7fac6471-5a9c-42f3-994a-168f0a7475f4,deploy-7fac6471-1775465144248,2026-04-06 08:45:44.281691+00
4c775203-703f-4722-8829-d50d43c96157,3a9aff3a-9e45-4557-896b-7015709ad993,review-corr-3a9aff3a-9e45-4557-896b-7015709ad993-1775469691,2026-04-06 10:01:31.649389+00
f2d3ec78-fcd1-46db-ace2-b680e3ff089a,3825e28a-cf87-44e4-a302-247bc0bd0f48,develop-3825e28a-cf87-44e4-a302-247bc0bd0f48-1775481563060,2026-04-06 13:19:23.077564+00
ecfad680-51c9-4ee6-93ec-e89962cb75d7,dfc431bc-769f-49e3-83e2-323171a40f5b,develop-dfc431bc-769f-49e3-83e2-323171a40f5b-1775453510395,2026-04-06 05:31:50.412962+00
a9c7971c-f5b1-4a1f-8669-3780b8873d24,3c7c2515-5273-4f82-86d1-10e00f7229fb,merge-3c7c2515-5273-4f82-86d1-10e00f7229fb-1775469709956,2026-04-06 10:01:49.978451+00
c01de54c-33bf-4e42-910f-0e544c5bbd08,c7894170-ab10-4a62-94da-576849c812a5,develop-c7894170-ab10-4a62-94da-576849c812a5-1775453521231,2026-04-06 05:32:01.350568+00
883ee04e-1cca-4dc3-86af-fa1d541c2e9b,d7d84142-d016-422d-8e9c-a37c42d86917,develop-d7d84142-d016-422d-8e9c-a37c42d86917-1775453521379,2026-04-06 05:32:01.551583+00
b005e006-f788-497d-9c6f-2786eaa5dd63,f0cbff08-b0be-4081-81c1-65c59aedc56e,develop-f0cbff08-b0be-4081-81c1-65c59aedc56e-1775453521571,2026-04-06 05:32:01.821584+00
8aabacf5-e1ca-454c-bbc8-a7ec1c338da0,a4f9e580-cf01-418f-a396-0ee633fdf7a6,merge-a4f9e580-cf01-418f-a396-0ee633fdf7a6-1775465257367,2026-04-06 08:47:37.390227+00
c5ccb831-ab2c-490f-8a67-1bc75f5f9a12,9d595ca9-e127-4bac-8811-5cea77c95b6c,plan-9d595ca9-e127-4bac-8811-5cea77c95b6c-1775469858304,2026-04-06 10:04:18.310754+00
320cdfb5-2dcc-4e8a-bca7-d2e7d4548777,e6853f93-50bf-424b-af3b-b6c59fab62fd,develop-e6853f93-50bf-424b-af3b-b6c59fab62fd-1775435748793,2026-04-06 00:35:48.817228+00
8026428d-80ed-4ab1-b47b-b2dce3b9e5f3,c7894170-ab10-4a62-94da-576849c812a5,develop-c7894170-ab10-4a62-94da-576849c812a5-1775453863124,2026-04-06 05:37:43.159818+00
d91c7680-b9af-4f14-8ed8-f87b6073b056,a4f9e580-cf01-418f-a396-0ee633fdf7a6,deploy-a4f9e580-1775465307364,2026-04-06 08:48:27.398282+00
5f6acd72-7e90-477d-8f04-32af50979ec3,3825e28a-cf87-44e4-a302-247bc0bd0f48,plan-3825e28a-cf87-44e4-a302-247bc0bd0f48-1775469872371,2026-04-06 10:04:32.377805+00
cb5d5096-3386-4c82-b916-76839fcebbc8,3a9aff3a-9e45-4557-896b-7015709ad993,merge-3a9aff3a-9e45-4557-896b-7015709ad993-1775469872452,2026-04-06 10:04:32.470078+00
a32b4cab-cc05-42ca-a0e2-d80480a3a9e9,3c7c2515-5273-4f82-86d1-10e00f7229fb,deploy-3c7c2515-1775469873212,2026-04-06 10:04:33.231056+00
a18fd04b-76fc-47cd-80ab-a11a25149aff,f0cbff08-b0be-4081-81c1-65c59aedc56e,build-f0cbff08-1775453876815,2026-04-06 05:37:56.839834+00
91670d33-7914-49b3-bc89-f779c2e00a12,8018bc16-f870-46fa-b01d-22a24429686e,develop-8018bc16-f870-46fa-b01d-22a24429686e-1775435761282,2026-04-06 00:36:01.296059+00
f41359e4-2402-41d9-bded-049e4e41c65b,dfc431bc-769f-49e3-83e2-323171a40f5b,build-dfc431bc-1775453876842,2026-04-06 05:37:56.857128+00
66b6c5a7-c9e0-4e9a-9639-e24624cad1cc,db0fcd31-f8ed-4720-aa6c-98a498cbbd0c,build-db0fcd31-1775453876858,2026-04-06 05:37:56.872004+00
0221af7b-a048-4371-aabb-e2f5bf89a7e6,2431486f-adf4-494e-be1a-bb3d20d92745,develop-2431486f-adf4-494e-be1a-bb3d20d92745-1775469891364,2026-04-06 10:04:51.452434+00
c9554c08-097a-4fff-80ef-dc251aaff20f,1eb1c49a-7236-4b0d-9ceb-303d4459a3aa,develop-1eb1c49a-7236-4b0d-9ceb-303d4459a3aa-1775469891471,2026-04-06 10:04:51.547549+00
40628d08-81b3-45f2-936c-8e7b08b716bc,41a0d6c1-2b4e-48ba-8a34-4c1191baa4d5,develop-41a0d6c1-2b4e-48ba-8a34-4c1191baa4d5-1775469891565,2026-04-06 10:04:51.704428+00
51451d5a-5ef1-4cd0-979e-e48954837cf0,3825e28a-cf87-44e4-a302-247bc0bd0f48,build-3825e28a-1775481919623,2026-04-06 13:25:19.640417+00
b388aa7d-1a04-4b17-93d2-f2152552f1f5,e6853f93-50bf-424b-af3b-b6c59fab62fd,build-e6853f93-1775436063427,2026-04-06 00:41:03.449204+00
c852ead4-9fe3-4752-b386-745f79cabefc,f0cbff08-b0be-4081-81c1-65c59aedc56e,review-corr-f0cbff08-b0be-4081-81c1-65c59aedc56e-1775454027,2026-04-06 05:40:27.680916+00
e286aa74-1ddc-48f6-9f57-e29e4c2f853a,dfc431bc-769f-49e3-83e2-323171a40f5b,review-corr-dfc431bc-769f-49e3-83e2-323171a40f5b-1775454027,2026-04-06 05:40:27.808284+00
9afb0f77-8b95-4267-ae5b-c86963f2ef79,db0fcd31-f8ed-4720-aa6c-98a498cbbd0c,review-corr-db0fcd31-f8ed-4720-aa6c-98a498cbbd0c-1775454027,2026-04-06 05:40:28.023561+00
79692460-fcea-4b82-8a66-ffff048859b7,3825e28a-cf87-44e4-a302-247bc0bd0f48,develop-3825e28a-cf87-44e4-a302-247bc0bd0f48-1775470008213,2026-04-06 10:06:48.310306+00
73ec4f2f-8524-44d1-a23f-52063ac9f84d,8018bc16-f870-46fa-b01d-22a24429686e,build-8018bc16-1775436074300,2026-04-06 00:41:14.322842+00
0f89efe1-1628-4826-96c3-502e8dab8be6,e6853f93-50bf-424b-af3b-b6c59fab62fd,review-corr-e6853f93-50bf-424b-af3b-b6c59fab62fd-1775436120,2026-04-06 00:42:00.171912+00
59b48d65-9ad3-426c-bbe7-d2a1d2ab0860,d7d84142-d016-422d-8e9c-a37c42d86917,build-d7d84142-1775454070199,2026-04-06 05:41:10.214711+00
c30dd0d0-cb5e-452f-8a30-379bc187f966,156927ec-20f1-4a52-a10b-d6b82a4ac529,plan-156927ec-20f1-4a52-a10b-d6b82a4ac529-1775465415286,2026-04-06 08:50:15.293243+00
0130b49d-5bc9-4461-9b1c-87c9004363c8,41a0d6c1-2b4e-48ba-8a34-4c1191baa4d5,build-41a0d6c1-1775470020627,2026-04-06 10:07:00.654254+00
af9e5ce5-c1a8-43c0-972c-49a157500969,8018bc16-f870-46fa-b01d-22a24429686e,review-corr-8018bc16-f870-46fa-b01d-22a24429686e-1775436147,2026-04-06 00:42:27.513775+00
f1da4f0b-b643-4c17-99f7-3966268c6bad,dfc431bc-769f-49e3-83e2-323171a40f5b,merge-dfc431bc-769f-49e3-83e2-323171a40f5b-1775454399378,2026-04-06 05:46:39.390155+00
1dde4d37-4bda-4a7f-b723-4b15a183dc3c,9d595ca9-e127-4bac-8811-5cea77c95b6c,develop-9d595ca9-e127-4bac-8811-5cea77c95b6c-1775470063610,2026-04-06 10:07:43.690701+00
fde9e00a-52e2-4eb5-a2e7-f07a3f96b56f,3825e28a-cf87-44e4-a302-247bc0bd0f48,review-corr-3825e28a-cf87-44e4-a302-247bc0bd0f48-1775482022,2026-04-06 13:27:02.828107+00
4458d2b8-a56f-4812-af33-06d1ec0984e4,e6853f93-50bf-424b-af3b-b6c59fab62fd,merge-e6853f93-50bf-424b-af3b-b6c59fab62fd-1775436207391,2026-04-06 00:43:27.414456+00
f9ee818e-8bdb-4e25-b8c3-0ae88463b1f0,f0cbff08-b0be-4081-81c1-65c59aedc56e,plan-f0cbff08-b0be-4081-81c1-65c59aedc56e-1775454412246,2026-04-06 05:46:52.251625+00
3a2b2f2f-92b7-4ab8-a2fd-02a2047b3e18,c7894170-ab10-4a62-94da-576849c812a5,build-c7894170-1775454413199,2026-04-06 05:46:53.220657+00
22875962-4e9c-447c-bdb1-b64c3541453c,d79c5d21-5dec-4d59-b02a-2527f0ba2557,build-d79c5d21-1775465441200,2026-04-06 08:50:41.22412+00
b122648b-f39d-4ad9-bbae-07dc4488c30f,2431486f-adf4-494e-be1a-bb3d20d92745,build-2431486f-1775470185449,2026-04-06 10:09:45.504624+00
2bf1da9d-26d5-4916-8df4-c2d6ff0a1e0d,8018bc16-f870-46fa-b01d-22a24429686e,merge-8018bc16-f870-46fa-b01d-22a24429686e-1775436227304,2026-04-06 00:43:47.325994+00
60764c38-5c08-46dc-bf5c-cc133a0cbafd,d7d84142-d016-422d-8e9c-a37c42d86917,review-corr-d7d84142-d016-422d-8e9c-a37c42d86917-1775454412,2026-04-06 05:46:52.373841+00
a107d157-921c-4a9c-92ca-856a0b8cac52,9d595ca9-e127-4bac-8811-5cea77c95b6c,build-9d595ca9-1775470242329,2026-04-06 10:10:42.35068+00
b26a499e-1f1e-4408-a584-d2d7f2eed3bf,e6853f93-50bf-424b-af3b-b6c59fab62fd,deploy-e6853f93-1775436251383,2026-04-06 00:44:11.406478+00
05c11d39-5542-46fe-991c-17f3216e839e,dfc431bc-769f-49e3-83e2-323171a40f5b,deploy-dfc431bc-1775454463430,2026-04-06 05:47:43.444521+00
bee7c3f7-0619-41bb-a2da-172ef90f60af,d79c5d21-5dec-4d59-b02a-2527f0ba2557,review-corr-d79c5d21-5dec-4d59-b02a-2527f0ba2557-1775465503,2026-04-06 08:51:43.410008+00
2405c672-9ba8-42d3-998c-4c6654d2dbc6,41a0d6c1-2b4e-48ba-8a34-4c1191baa4d5,review-corr-41a0d6c1-2b4e-48ba-8a34-4c1191baa4d5-1775470281,2026-04-06 10:11:21.876982+00
26941001-5785-45e3-baf7-a3ef34e9d55e,2431486f-adf4-494e-be1a-bb3d20d92745,review-corr-2431486f-adf4-494e-be1a-bb3d20d92745-1775470282,2026-04-06 10:11:22.172738+00
2c5546b6-8c7e-4897-90b0-128d3eeeb4a7,8018bc16-f870-46fa-b01d-22a24429686e,plan-8018bc16-f870-46fa-b01d-22a24429686e-1775436273278,2026-04-06 00:44:33.282608+00
80d65322-d63b-478a-8dfa-b761bcd3b41d,f0cbff08-b0be-4081-81c1-65c59aedc56e,develop-f0cbff08-b0be-4081-81c1-65c59aedc56e-1775454784653,2026-04-06 05:53:04.667498+00
8a0aa442-3f35-4167-bec8-99d085bcc9f5,2431486f-adf4-494e-be1a-bb3d20d92745,merge-2431486f-adf4-494e-be1a-bb3d20d92745-1775470372383,2026-04-06 10:12:52.397714+00
