id,task_id,author,body,created_at
cee48679-b575-4a85-ae5c-37a180a864c2,e6853f93-50bf-424b-af3b-b6c59fab62fd,operator,"Deploy succeeded:
```
Deploy run: 2026-04-06T00:44:56.642Z

taskmaster:
  build:  built (12s) -> localhost:31500/tmpclaw/taskmaster:1775436265
  deploy: deployed
```",2026-04-06 00:45:28.106457+00
3f06eb21-72a7-42c1-90c1-e1b49da7464f,15457f73-f228-4e52-be09-b5c42f6dbc06,operator,"[Previous description]
Seed stub users (Alice/employee, Bob/manager, Carol/finance) with department and manager_id relationships",2026-04-05 22:01:56.385499+00
c6ef1150-b1f2-4b3b-b97c-402b550460bb,694be92f-2d90-4b06-b85a-bc8f2308a727,operator,"Deploy failed:
```
Deploy run: 2026-04-06T01:01:01.350Z

taskmaster:
  build:  built (216s) -> localhost:31500/tmpclaw/taskmaster:1775436886
  deploy: deploy failed: Helm deploy failed: Command failed: helm upgrade --install taskmaster /workspace/repo/taskmaster/chart --namespace tmpclaw --reset-values --set image.repository=localhost:31500/tmpclaw/taskmaster --set-string image.tag=1775436886 --set imagePullPolicy=Always --wait --timeout 120s --history-max 10
Error: UPGRADE FAILED: context deadline exceeded

```",2026-04-06 01:02:48.767509+00
c8612e8a-43ef-46a6-ae48-70d4af036548,d4e00451-5f43-4e7b-9c21-b1b4f8d9f3c5,operator,"Deploy succeeded:
```
No changed components detected — nothing to deploy.
```",2026-04-06 01:02:51.933527+00
0d900c53-c771-4a44-970e-c4939e4b580e,7fac6471-5a9c-42f3-994a-168f0a7475f4,operator,"[Previous description]
## Context

The architecture reviewer for task db0fcd31 noted that `handleClaimReceipts` (POST, ~lines 789-920) and `handleLineItemReceipts` (POST, ~lines 711-786) in `taskmaster/src/index.ts` share ~60 lines of nearly identical upload/validate/store logic.

## Deliverable

Extract a shared `processReceiptUpload(req, claimId, lineItemId, pool, logger)` helper that handles:
- Header validation (X-File-Name, Content-Type)
- MIME type and extension checks
- Body size and emptiness validation
- File write to RECEIPT_UPLOAD_DIR with UUID-based name
- DB INSERT into receipts table
- Response construction (201 with receipt object)

Both `handleClaimReceipts` and `handleLineItemReceipts` should call this shared helper after their own claim/line-item existence checks.

## Acceptance Criteria
1. Shared helper extracted, both handlers use it
2. No behavior change — all existing validations and responses preserved
3. `npm run build` passes
4. `npm test` passes (if tsx available)",2026-04-06 08:30:05.022422+00
3121f8e8-4880-44c0-b5e8-f670be083103,7fac6471-5a9c-42f3-994a-168f0a7475f4,operator,"Deploy succeeded:
```
Deploy run: 2026-04-06T08:46:27.585Z

taskmaster:
  build:  built (12s) -> localhost:31500/tmpclaw/taskmaster:1775465157
  deploy: deployed
```",2026-04-06 08:46:47.946988+00
3d6b615d-9d6e-40b2-93c5-3cebff7aed6b,15457f73-f228-4e52-be09-b5c42f6dbc06,operator,"Deploy succeeded:
```
Deploy run: 2026-04-05T22:08:19.212Z

taskmaster:
  build:  built (6s) -> localhost:31500/tmpclaw/taskmaster:1775426874
  deploy: deployed
```",2026-04-05 22:08:42.206282+00
3c062eab-bc05-460f-aed7-135ce9f66c86,ffa24c51-d8bd-48cf-8fcb-1361dfa94c4c,operator,"Deploy succeeded:
```
No changed components detected — nothing to deploy.
```",2026-04-06 01:13:07.482605+00
edaef77b-9293-4a45-bb1d-0ef8c39287d7,442c4bca-5c3f-4e50-b42f-32cdc3aec723,operator,"Deploy succeeded:
```
Deploy run: 2026-04-06T01:25:55.386Z

portal:
  build:  built (26s) -> localhost:31500/tmpclaw/portal:1775438706
  deploy: deployed
```",2026-04-06 01:35:22.083412+00
0c6bc6c3-6521-4082-9d35-8df667b58037,19a18345-38ca-4eb6-a392-0982a62604ac,operator,"Deploy succeeded:
```
Deploy run: 2026-04-06T00:07:48.841Z

assistant:
  build:  built (8s) -> localhost:31500/tmpclaw/assistant:1775434043
  deploy: deployed
```",2026-04-06 00:08:04.289585+00
f3296ddb-ebf7-4040-9f88-c7c847117d9f,9c29ba56-fbb4-41f7-8bb3-4de282dc09eb,janitor,[janitor] Task was stuck in 'reviewing' for over 30 minutes. Resetting to changes_requested.,2026-04-06 01:47:54.201767+00
7d9862b8-9156-4125-a44b-6cfc1424a412,8cdfd25f-e087-455b-a58d-44eb898868b3,janitor,[janitor] Task was stuck in 'reviewing' for over 30 minutes. Resetting to changes_requested.,2026-04-06 01:47:54.220894+00
cfbb2056-4214-4f33-8617-b37b4e40bd63,f0cbff08-b0be-4081-81c1-65c59aedc56e,janitor,[janitor] Task was stuck in 'reviewing' for over 30 minutes. Resetting to changes_requested.,2026-04-06 01:47:54.239124+00
5130493f-a420-4044-b262-91e89501ce23,bf5424f6-adee-417f-b2a4-2558e9be9fc5,janitor,[janitor] Task was stuck in 'reviewing' for over 30 minutes. Resetting to changes_requested.,2026-04-06 01:47:54.254362+00
5760ddcd-c660-487b-98b9-1f2e5332ce58,26815bab-48ab-4cb9-a778-eb7eb87e6e2a,janitor,[janitor] Task was stuck in 'reviewing' for over 30 minutes. Resetting to changes_requested.,2026-04-06 01:52:55.768523+00
76cadc2f-e4a1-4f54-896b-4e2022813aac,dd55c687-780d-4904-aaf7-01c7860abd8a,operator,"Deploy succeeded:
```
Deploy run: 2026-04-06T00:29:26.663Z

taskmaster:
  build:  built (15s) -> localhost:31500/tmpclaw/taskmaster:1775435334
  deploy: deployed
```",2026-04-06 00:29:50.395681+00
dc91272f-c996-4cf8-9dc2-09b278a0acbb,6d056945-fc79-4d8f-920b-e0c23a94d96a,operator,"[Previous description]
I've confirmed the bug exists on the current `origin/main`. The issue is at `taskmaster/src/index.ts:954-955` — the `reject` branch only sets `rejected_at` but not `approver_id`, unlike the older handler at line 522 which correctly sets both.

## Implementation Plan

### 1. Summary

Add `approver_id` to the `reject` branch of the action-based PATCH handler in `taskmaster/src/index.ts` so the audit trail records which manager rejected the claim, matching the behavior of the older `handleClaimStatus` handler.

### 2. Approach

This is a one-line fix in a single file. The `approve` / `mark_paid` branch (line 951-953) already demonstrates the correct pattern — push `approver_id = $N` into `sets` and `user.id` into `vals`, then increment `idx`. The `reject` branch (line 954-955) needs the identical treatment. A test should be added to prevent regression.

**Consistency audit of all action branches:**

| Action | Sets `approver_id`? | Should it? | Status |
|---|---|---|---|
| `submit` | No | No (employee action) | Correct |
| `review` | No | No (intermediate state, not a decision) | Correct |
| `approve` | Yes (line 952) | Yes | Correct |
| `reject` | **No** (line 954-955) | **Yes** | **BUG** |
| `mark_paid` | Yes (line 952, same branch as approve) | Yes | Correct |

### 3. Files to change

| File | Change | Why |
|---|---|---|
| `taskmaster/src/index.ts` | Add `approver_id` to `reject` action branch (lines 954-955) | Fix the bug: record who rejected the claim |
| `taskmaster/src/api.test.ts` | Add test case for reject action setting `approver_id` | Prevent regression |

### 4. Step-by-step implementation

1. **Read** `taskmaster/src/index.ts` around line 954 to confirm exact current code.

2. **Edit** the `reject` branch at line 954-955. Change:
   ```typescript
   } else if (action === ""reject"") {
     sets.push(`rejected_at = now()`);
   }
   ```
   To:
   ```typescript
   } else if (action === ""reject"") {
     sets.push(`approver_id = $${idx}`); vals.push(user.id); idx++;
     sets.push(`rejected_at = now()`);
   }
   ```
   This mirrors the pattern used by the `approve`/`mark_paid` branch at lines 951-953.

3. **Add a test** in `taskmaster/src/api.test.ts` that:
   - Creates a claim (as employee user)
   - Submits it (action: `submit`)
   - Moves to `under_review` (action: `review`, as manager)
   - Rejects it (action: `reject`, as manager)
   - Asserts the returned claim has `approver_id` set to the manager's user ID
   - Asserts `rejected_at` is also set (existing behavior)

4. **Run `npm run build`** in `taskmaster/` to verify TypeScript compiles.

5. **Run `npm test`** in `taskmaster/` to verify the new test passes and no existing tests break.

### 5. Edge cases & risks

- **Parameter index (`idx`) correctness**: The `idx` variable is incremented after each pushed param. Adding `approver_id` before `rejected_at` (which uses `now()` and doesn't consume a param slot) is safe. The `updated_at = now()` pushed at line 957 also doesn't consume a slot. The final `WHERE id = $1` uses a pre-existing slot. No off-by-one risk.
- **No schema change needed**: The `approver_id` column already exists in the `claims` table (confirmed at `db.ts:1124`) and already has an index (`db.ts:1138`).
- **Backward compatibility**: This is purely additive — a previously-NULL field now gets populated. No API contract change; the field was always in the response, just null on reject.
- **Old handler consistency**: The older `handleClaimStatus` handler (line 522) already sets `approver_id` on reject. Both handlers will now be consistent.

### 6. Acceptance criteria

1. After a `reject` action via `PATCH /api/claims/:id` with `{ ""action"": ""reject"" }`, the returned claim object has `approver_id` set to the authenticated user's ID (not null).
2. The `rejected_at` timestamp continues to be set (no regression).
3. The `approve` and `mark_paid` actions continue to set `approver_id` correctly (no regression).
4. The older PUT-based `handleClaimStatus` handler remains unchanged and still works.
5. `npm run build` passes with no TypeScript errors.
6. `npm test` passes, including the new reject-approver_id test case.",2026-04-06 13:47:15.788316+00
6b8ff2ae-cc40-4fd1-8956-258d9811aaf5,4b2d0dd2-b530-4e7a-85e1-d3798779ebf9,operator,"Deploy succeeded:
```
Deploy run: 2026-04-06T00:30:11.435Z

assistant:
  build:  built (9s) -> localhost:31500/tmpclaw/assistant:1775435385
  deploy: deployed
```",2026-04-06 00:30:45.241021+00
6233ebcf-62f7-4c30-8d33-30f4ed37659e,c7894170-ab10-4a62-94da-576849c812a5,janitor,[janitor] Task was stuck in 'reviewing' for over 30 minutes. Resetting to changes_requested.,2026-04-06 01:59:18.414501+00
4a11838e-4146-4507-ad3b-b0f39b5787ba,765e48bb-fb3f-447d-b0a1-f012e662c299,janitor,[janitor] Task was stuck in 'reviewing' for over 30 minutes. Resetting to changes_requested.,2026-04-06 01:59:18.431315+00
7ebed592-705b-4452-8104-c24bf4964737,765e48bb-fb3f-447d-b0a1-f012e662c299,operator,"Deploy succeeded:
```
Deploy run: 2026-04-06T08:30:47.446Z

claims-manager:
  build:  built (8s) -> localhost:31500/tmpclaw/claims-manager:1775464208
  deploy: deployed
```",2026-04-06 08:31:07.50132+00
64e96d9d-9439-4de3-9bc8-b9092fc32350,a4f9e580-cf01-418f-a396-0ee633fdf7a6,operator,"Deploy succeeded:
```
Deploy run: 2026-04-06T08:49:11.785Z

claims-ui:
  build:  built (12s) -> localhost:31500/tmpclaw/claims-ui:1775465321
  deploy: deployed
```",2026-04-06 08:49:39.846914+00
a98adc4e-1bf4-4d66-be55-a08535aecbfd,d79c5d21-5dec-4d59-b02a-2527f0ba2557,operator,"Deploy succeeded:
```
Deploy run: 2026-04-06T08:55:35.139Z

operator:
  build:  built (12s) -> localhost:31500/tmpclaw/operator:1775465683
  deploy: deployed
```",2026-04-06 08:55:59.071629+00
7530dbfc-f89f-4202-9dd5-cd435455934c,21ba6cd2-3d4e-493a-b749-4ce390b41cc5,operator,"Deploy succeeded:
```
Deploy run: 2026-04-06T09:30:35.537Z

claims-ui:
  build:  built (201s) -> localhost:31500/tmpclaw/claims-ui:1775467606
  deploy: deployed
```",2026-04-06 09:31:13.656384+00
f5c6fdb3-6501-4c98-a8bf-ccef7dea3bf8,e2f8611d-6e34-4d7a-a3f0-0c178303ad4b,operator,"Deploy succeeded:
```
Deploy run: 2026-04-05T21:43:59.102Z

operator-ts:
  build:  built (8s) -> localhost:31500/tmpclaw/operator-ts:1775425429
  deploy: skipped (no helm chart with image settings)
```",2026-04-05 21:44:14.671786+00
8e3c5bd8-ca3a-4cf5-b368-29add267dfb6,3825e28a-cf87-44e4-a302-247bc0bd0f48,operator,"[Previous description]
I now have a complete picture of the codebase. Here's the rework plan:

## Rework Plan

### 1. What Was Requested

The architecture review identified **6 critical issues** — all in `taskmaster/src/index.ts`. The branch has zero diff against main; all code must be written from scratch.

| # | Issue | Location | Problem |
|---|-------|----------|---------|
| 1 | `handleUsers` has no RBAC | line 340 | Any authenticated user can list all users |
| 2 | `handleClaimStatus` trusts `actor_id` from body | line 379 | Any user can impersonate another when approving/rejecting |
| 3 | `handleClaimById` has no role-based filtering | line 628 | Any user can view/edit any claim |
| 4 | `handleClaimsExportCsv` has no role check | line 1195 | Any user can export all approved claims |
| 5 | `handleLineItemReceipts` / `handleClaimReceipts` have no role guards | lines 1009, 1046 | Any user can upload/view receipts for any claim |
| 6 | `handleClaimStatus` missing `FOR UPDATE` | line 399 | Race condition — **already fixed on main** (line 400 already has `FOR UPDATE`; the reviewer's note #19 was based on stale info) |

### 2. What to Fix

**File: `taskmaster/src/index.ts`** (single file, all changes)

#### 2a. Create a shared `resolveUser` helper

Extract the user-lookup + role-resolution pattern already used in `handleClaims` (lines 470-478) into a reusable helper. This avoids duplicating the `SELECT id, role FROM users WHERE username = $1` query in every handler.

```ts
interface ResolvedUser { id: string; role: string; }

async function resolveUser(auth: TokenClaims, res: ServerResponse): Promise<ResolvedUser | null> {
  const { rows } = await pool.query(
    `SELECT id, role FROM users WHERE username = $1 LIMIT 1`,
    [auth.sub]
  );
  if (!rows.length) {
    json(res, { error: ""Authenticated user not found in users table"" }, 403);
    return null;
  }
  return { id: rows[0].id as string, role: rows[0].role as string };
}
```

#### 2b. Create a `requireRole` guard

```ts
function requireRole(res: ServerResponse, userRole: string, allowed: string[]): boolean {
  if (!allowed.includes(userRole)) {
    json(res, { error: ""Forbidden — insufficient role"", required: allowed }, 403);
    return false;
  }
  return true;
}
```

#### 2c. Thread `auth: TokenClaims` into all claim-related handlers

Currently only `handleClaims` receives `auth`. The router (lines 5005-5031) must pass `claims!` to every handler that needs RBAC.

### 3. Step-by-Step Rework

**Step 1: Add `resolveUser` and `requireRole` helpers**

Add both helper functions near the top of the claim routes section (after line ~346, before `handleClaimStatus`). These are the building blocks for all subsequent steps.

**Step 2: Fix `handleUsers` — restrict to manager/finance/admin**

- Change signature to `handleUsers(req, res, auth: TokenClaims)`
- Call `resolveUser(auth, res)` to get the role
- Call `requireRole(res, role, [""manager"", ""finance"", ""admin""])` — employees should not see the full user list
- Update the router call at line 5005 to pass `claims!`

**Step 3: Fix `handleClaimStatus` — derive actor from auth, add role checks**

- Change signature to `handleClaimStatus(req, res, claimId, auth: TokenClaims)`
- Call `resolveUser(auth, res)` to get `{ id, role }`
- **Remove `actor_id` from `CLAIM_STATUS_SCHEMA`** (make it optional or remove the `required: true`) and **ignore `body.actor_id`** — always use the resolved user's `id` as the actor
- Add role-based permission checks on the transition:
  - `submit`: only the claim's `submitter_id` (must match resolved user id) or admin
  - `approved` / `rejected` / `under_review`: only `manager`, `finance`, or `admin`
  - `paid`: only `finance` or `admin`
  - `draft` (return from rejected): only the claim's `submitter_id` or admin
- Replace all `body.actor_id` usages (lines 432, 436, 453) with the resolved user `id`
- Update the router call at line 5009 to pass `claims!`

**Step 4: Fix `handleClaimById` — add role-based visibility and ownership checks**

- Change signature to `handleClaimById(req, res, id, auth: TokenClaims)`
- Call `resolveUser(auth, res)` to get `{ id: userId, role }`
- **GET**: Apply the same role-based visibility as `handleClaims`:
  - `employee`: can only view claims where `submitter_id = userId`
  - `manager`: can view claims from direct reports (`submitter_id IN (SELECT id FROM users WHERE manager_id = userId)`)
  - `finance`/`admin`: can view any claim
- **PUT** (edit draft): Verify `existing[0].submitter_id === userId` (only the owner edits their draft) or role is `admin`
- **PATCH** (action-based transitions): Same role logic as Step 3. Replace `body.actor_id` (line 794) with resolved user `id`. Apply role-permission checks per action.
- Update the router call at line 5013-5014 to pass `claims!`

**Step 5: Fix `handleClaimsExportCsv` — restrict to finance/admin**

- Change signature to `handleClaimsExportCsv(req, res, auth: TokenClaims)`
- Call `resolveUser(auth, res)` to get the role
- Call `requireRole(res, role, [""finance"", ""admin""])` — reject if not finance/admin
- Update the router call at line 5011 to pass `claims!`

**Step 6: Fix `handleClaimReceipts` and `handleLineItemReceipts` — add ownership/role guards**

For `handleClaimReceipts` (line 1046):
- Change signature to `handleClaimReceipts(req, res, claimId, auth: TokenClaims)`
- Call `resolveUser(auth, res)` to get `{ id: userId, role }`
- After fetching the claim (line 1057-1063), check ownership:
  - Fetch `submitter_id` from the claim
  - `employee`: only if `submitter_id === userId`
  - `manager`: only if the submitter is a direct report
  - `finance`/`admin`: always allowed
- Update the router call at line 5017-5018 to pass `claims!`

For `handleLineItemReceipts` (line 1009):
- Change signature to `handleLineItemReceipts(req, res, lineItemId, auth: TokenClaims)`
- After fetching the line item, join to `claims` to get `submitter_id` and apply the same ownership check
- Update the router call at line 5030-5031 to pass `claims!`

**Step 7: Refactor `handleClaims` to use the new helpers**

Replace the inline user-lookup at lines 470-478 with a call to `resolveUser(auth, res)`. This keeps the codebase DRY and consistent.

**Step 8: Update the router to pass `claims!` to all modified handlers**

In the router section (lines 5005-5031), update each `handle()` call:

```
// line 5005
handleUsers(req, res)  →  handleUsers(req, res, claims!)

// line 5009
handleClaimStatus(req, res, m![1])  →  handleClaimStatus(req, res, m![1], claims!)

// line 5011
handleClaimsExportCsv(req, res)  →  handleClaimsExportCsv(req, res, claims!)

// line 5014
handleClaimById(req, res, m![1])  →  handleClaimById(req, res, m![1], claims!)

// line 5018
handleClaimReceipts(req, res, m![1])  →  handleClaimReceipts(req, res, m![1], claims!)

// line 5031
handleLineItemReceipts(req, res, m![1])  →  handleLineItemReceipts(req, res, m![1], claims!)
```

### 4. Verification

| Check | Command | Expected |
|-------|---------|----------|
| TypeScript compiles | `cd taskmaster && npm run build` | No errors |
| Tests pass | `cd taskmaster && npm test` | All pass |
| `handleUsers` rejects employee | Manually verify code: employee role → 403 | ✓ |
| `handleClaimStatus` ignores body `actor_id` | Grep for `body.actor_id` — should be zero usages remaining in `handleClaimStatus` | ✓ |
| `handleClaimById` GET filters by role | Code review: employee sees only own, manager sees reports, finance/admin sees all | ✓ |
| `handleClaimsExportCsv` rejects non-finance | Code review: `requireRole(..., [""finance"", ""admin""])` at top of function | ✓ |
| Receipt endpoints check ownership | Code review: both handlers join to claims and check `submitter_id` against resolved user | ✓ |
| `resolveUser` used everywhere | `grep -c ""resolveUser"" taskmaster/src/index.ts` — should be 7 (one per handler + refactored `handleClaims`) | ✓ |
| No `body.actor_id` for identity | `grep ""body.actor_id""` in claim handlers — only in PATCH `handleClaimById` if retained as optional comment metadata, never for identity | ✓ |
| `FOR UPDATE` present | Already on main at line 400 — confirm it's still there after edits | ✓ |

**Note on issue #6 (FOR UPDATE):** The reviewer flagged line 399 as missing `FOR UPDATE`, but the current main code at line 400 already reads `SELECT * FROM claims WHERE id = $1 FOR UPDATE`. The PATCH path in `handleClaimById` (line 800) also already uses `FOR UPDATE`. No fix needed here — just confirm preservation during edits.",2026-04-06 10:58:13.176979+00
b893f6e6-cb54-4f47-841a-c407a89026dd,be0593fb-4442-4bfd-be8d-e7b5339ced69,operator,"Deploy succeeded:
```
Deploy run: 2026-04-05T21:48:22.362Z

operator-ts:
  build:  built (6s) -> localhost:31500/tmpclaw/operator-ts:1775425694
  deploy: skipped (no helm chart with image settings)
```",2026-04-05 21:48:41.324154+00
